Episode,Return
1,69.69029689103245
2,69.54367921182732
3,71.88909516408745
4,68.7653076363345
5,69.28131844463473
6,70.48074513482806
7,68.94760602709482
8,69.80494105550825
9,69.5135249523725
10,67.65017459600035
11,70.3029652645375
12,67.69499354097029
13,68.04166413208462
14,70.52667722301742
15,66.72521452182133
16,67.1448334502536
17,70.92985174325165
18,71.73456925501307
19,71.3988942098647
20,68.49132375911991
21,69.61385029835262
22,67.6872898276591
23,68.67281913596699
24,66.15562110080245
25,68.97051559463745
26,67.10116090586014
27,67.82949224745603
28,69.4269860180481
29,69.5753594410859
30,69.42813000355527
31,69.37866153808314
32,68.48799339023438
33,70.79748945647619
34,69.79416281991398
35,67.60420070712966
36,67.84433471458165
37,68.64666313517517
38,70.0438674515634
39,69.07609571351577
40,69.4585355143748
41,70.41653928274772
42,69.66673387079399
43,68.18991774075747
44,69.23454848050221
45,68.30208665048764
46,67.97228044248222
47,71.08465611543993
48,68.91087808553087
49,68.21394472436882
50,68.67834452108914
51,69.12404375216379
52,70.83950761334407
53,69.17161752176615
54,67.06112835308923
55,68.38960272941513
56,68.20557829188098
57,68.43209254084495
58,67.51846567109995
59,69.32915821127219
60,67.66101402339558
61,68.0465344237789
62,67.95903111782334
63,69.72253356773298
64,67.68344891939759
65,69.14281904267605
66,69.34501609262458
67,70.16924679552052
68,69.2912689152345
69,68.41344279524226
70,67.8626616192922
71,69.50897108882955
72,69.8422913961767
73,70.37864340473025
74,69.05647304940568
75,67.35856661661083
76,68.19525725423577
77,69.22726854654088
78,69.16264525346709
79,68.15208020483126
80,69.24662252820846
81,68.11261542120619
82,68.13254161608884
83,70.225554468305
84,68.66201660319041
85,70.96493657893559
86,68.74366818100793
87,68.11653815825728
88,68.20087415077141
89,68.4317663684779
90,69.21673622476992
91,68.16397832454068
92,69.52082411799238
93,70.23274386547445
94,70.89124639992654
95,69.46833367569806
96,69.23709804323451
97,71.294007495799
98,67.5696180291705
99,66.78039079927706
100,68.66055044954916
101,68.62904972411005
102,70.89840729175178
103,68.62628173476485
104,69.18863410015229
105,70.87410476537872
106,69.0660944993984
107,68.81171871322589
108,69.51486069236022
109,70.96117205067762
110,68.40088718461594
111,69.5457134278928
112,70.02258943261755
113,69.70672195534607
114,70.84323370635701
115,69.2190175491014
116,69.69152091644476
117,67.30407579246247
118,67.89188300652526
119,69.08508720317941
120,68.32924177384282
121,68.21288377087664
122,69.52841786424139
123,69.76646298294355
124,68.78472109640724
125,67.55853122002452
126,69.81327103982548
127,67.15133572602352
128,67.93863398327508
129,69.03946375772874
130,70.86119123225549
131,70.13470937879893
132,71.12513927226149
133,67.54529085690135
134,66.35618282298772
135,69.7774870857263
136,68.18853308316072
137,68.29330577990882
138,69.80576150477312
139,71.13582921459238
140,68.44482653538613
141,67.03964443090761
142,70.03323347520363
143,69.74716233407582
144,68.95533801037318
145,69.06965860439928
146,67.36211836866505
147,68.65336539023335
148,68.07455845557615
149,67.9656192376867
150,68.77876900016949
151,69.69297083091205
152,69.08385861208582
153,67.51463051919389
154,68.93045548449318
155,69.83379709618075
156,70.30969218328606
157,68.3378899881151
158,68.67405598798923
159,70.06218965065003
160,68.58286494384228
161,69.88902055278291
162,71.03165479028925
163,70.03116619405276
164,67.70278722661953
165,68.56588753083243
166,69.0614435735747
167,67.27605808318654
168,70.49525355694387
169,68.31066167099232
170,69.75414384940096
171,69.66062156000599
172,67.9725789781496
173,69.49352077598819
174,68.58825762539072
175,68.57790474624059
176,69.1944197857412
177,67.22361051429411
178,68.80695549239886
179,66.5511726566472
180,69.98816292382239
181,69.94333431955076
182,68.86072349855911
183,70.10280822170478
184,68.88046321120608
185,68.03445925457123
186,69.64626953078046
187,70.27845898691795
188,67.878340755407
189,67.2113752722
190,68.97215749728792
191,66.79709413708505
192,67.55356515516522
193,69.70624752010022
194,71.13255549232856
195,68.75634958118275
196,70.13817866657355
197,68.99188513280683
198,68.3614647181416
199,67.45118781291342
200,68.14770803973144
201,67.58549562269822
202,68.43477485596756
203,70.13470035075302
204,69.81664631534106
205,67.84648174588013
206,69.54283652455459
207,69.07009241927754
208,68.22271117954442
209,67.93997508801424
210,67.54147348109672
211,70.2983942662056
212,70.45501013620495
213,66.67227797099572
214,68.17621124373726
215,69.57430976803401
216,69.83321660013685
217,69.05898680959542
218,70.76993774555174
219,69.41570453719075
220,68.85421919351924
221,70.30170893895382
222,67.76690887964926
223,70.36387390210616
224,69.34566660706204
225,69.30082328157275
226,69.23379576432896
227,69.24670278674664
228,68.32204817209205
229,71.09121604080781
230,67.17527843961291
231,69.97448524103353
232,69.68555368430945
233,68.90282290244382
234,68.04730852796355
235,67.5292890655371
236,69.40472298482528
237,70.0529498853514
238,68.32576532049411
239,69.54653494971328
240,70.42964476861115
241,69.9807191139072
242,69.8382246110877
243,70.50747726044727
244,68.84998857189785
245,66.7868197486465
246,70.85088039944084
247,70.15746520867513
248,69.94975691376226
249,68.3814482759768
250,69.50650092535346
251,66.96550967879459
252,68.97670791730918
253,68.05444501301515
254,65.3801406999872
255,68.80658623970237
256,68.9585323179204
257,70.20785433260039
258,70.2352715321068
259,71.18634938980877
