Episode,Return
999,11.155090921688785
1999,42.51737423520363
2999,32.36795204677909
3999,15.34484695802801
4999,81.64844286833599
5999,121.70059603579458
6999,105.4001402900669
7999,53.539318599377324
8999,104.58816697119428
9999,160.03217935352757
10999,159.94486111931784
11999,227.19238186140325
12999,137.31666525210477
13999,104.42359563634855
14999,123.9341653242133
15999,125.06785391432375
16999,192.55985848768975
17999,151.55744742096186
18999,109.46645182459011
19999,128.31756389724367
20999,127.60078851008306
21999,122.67531998716306
22999,112.67611937583597
23999,108.09619265141882
24999,80.85543981219045
25999,102.18620584605729
26999,110.03930475753843
27999,117.709141705705
28999,151.29248852270212
29999,119.14386951105871
30999,152.38722570156042
31999,166.17263254437862
32999,144.39192293837016
33999,154.6844818714218
34999,166.64193805969518
35999,154.41744702932345
36999,146.7080035784418
37999,109.7751444510887
38999,156.02494066763998
39999,98.56675223536872
40999,74.22347439587344
41999,151.58581325535448
42999,153.49533776637654
43999,79.33990078751172
44999,44.593263396707634
45999,165.0748756510753
46999,136.14271380060285
47999,134.29319864831268
48999,95.1821510824132
49999,158.34443571667086
