Episode,Return
999,121.71721304173673
1999,104.84459050049527
2999,87.87049552925073
3999,151.82283094313777
4999,154.3115539738943
5999,144.16842513819586
6999,137.73630794307618
7999,178.028882556037
8999,151.5820550312958
9999,166.78745230939558
10999,177.38292796520327
11999,68.40688569675977
12999,153.38182060482026
13999,141.22404125193452
14999,125.27935857144337
15999,135.0151537368611
16999,119.23852086688343
17999,189.20037714805625
18999,111.57832442574386
19999,133.09333923347677
20999,161.6265715857324
21999,141.45651481861483
22999,127.0969309297783
23999,122.99753151288105
24999,168.07073073352717
25999,176.98921863477673
26999,199.0443741619308
27999,188.69034459334563
28999,161.5482598546695
29999,212.8672408233677
30999,114.11910913887573
31999,195.89120821771309
32999,230.6678630928533
33999,271.9813613803688
34999,289.2776523306654
35999,288.33074381819154
36999,226.60582805530674
37999,227.75931666615625
38999,277.10990546491576
39999,198.23181635612167
40999,329.3913653971587
41999,214.66330323321867
42999,200.00454596481637
43999,176.41630996005316
44999,161.79875167501257
45999,182.085147077256
46999,197.06843155956238
47999,262.98791907040123
48999,266.0128159524555
49999,204.2502675450625
