Episode,Return
999,46.47807858645358
1999,129.86131223659646
2999,95.24167845348904
3999,123.89729256883489
4999,90.5363326982149
5999,112.43984002960606
6999,91.09030154608779
7999,132.33697484026357
8999,119.12797742831283
9999,124.26508216604175
10999,165.10390841097737
11999,139.96539729944286
12999,148.61969150889234
13999,148.5002189704389
14999,101.58244817433504
15999,143.52828077828227
16999,134.655991847609
17999,138.33921816744356
18999,146.5773556662685
19999,140.81308923654564
20999,129.63750185028505
21999,96.4036193919912
22999,143.2785923784771
23999,147.2663926529691
24999,163.1586486279129
25999,191.32446416165453
26999,237.7407019207953
27999,210.0405422183594
28999,189.34887143004806
29999,142.96483498474163
30999,139.57712133782277
31999,144.45962023257798
32999,189.00563826257724
33999,132.6151892843993
34999,259.8897413079791
35999,192.14347602032092
36999,225.28645393182734
37999,245.50548644763953
38999,214.5765080963542
39999,182.07079199232905
40999,180.65732807611388
41999,182.23158529713135
42999,143.7503044129233
43999,191.5469659286764
44999,233.51929576280946
45999,162.32285276149295
46999,187.53767811552336
47999,240.84207733482248
48999,307.9348924859497
49999,247.16196662942087
