Episode,Return
0,19.71534774247325
1,31.5715531646923
2,19.591847353234538
3,28.78238033125525
4,27.69687123013788
5,40.06222543287148
6,40.13287237697593
7,37.24024458975465
8,39.299382626205166
9,42.59130408068198
10,45.34470386164871
11,44.20733075590357
12,44.3281627975328
13,45.046870489640284
14,46.78321302252319
15,49.43881405113619
16,48.44204733058258
17,49.011373972246474
18,52.28377656076937
19,48.41362754089022
20,45.96026555877736
21,48.150110083591855
22,47.96694259561985
23,45.41074830595882
24,45.896468995914084
25,47.501255985022205
26,48.44908415604645
27,44.27226008819393
28,49.31596075236537
29,46.05922553234026
30,45.81424521359152
31,47.012828329183584
32,47.38338101670902
33,44.171267473495845
34,42.41844209764265
35,49.662444618484884
36,48.34674946588255
37,48.619741298612055
38,48.88955223003455
39,47.55516530996344
40,52.71704507195733
41,45.74993775849896
42,47.79881271123564
43,47.42563152918365
44,49.9026485262718
45,47.252169688210856
46,45.350886740936645
47,48.68086611533425
48,49.41550137845217
49,49.380177285452774
50,41.845892495292915
51,50.436014217867196
52,50.53028092707082
53,46.18278623657786
54,48.720430958689334
55,46.60497544863227
56,52.293329189200676
57,52.947225292621944
58,44.89229653850542
59,54.13168322588488
60,49.46415800152979
61,50.26086482848791
62,51.84188076668452
63,47.29654403259012
64,48.814471052274286
65,53.181220515595626
66,52.571912378070316
67,51.163837466738315
68,53.46801990374581
69,53.281886117139734
70,48.217954870363315
71,47.558913757395736
72,52.3431805063718
73,50.260316462362375
74,48.72464649248204
75,52.16692236018575
76,52.814169487092975
77,51.89386472827855
78,51.97489769340774
79,48.182895097296395
80,51.29623434444719
81,47.384808730765485
82,54.690154474813426
83,46.273205126783274
84,47.87860485135075
85,50.26656251244167
86,50.97670129970099
87,49.11319834131984
88,48.14234494386506
89,48.256009854869475
90,48.199787952030896
91,46.2812103218862
92,51.6501795411654
93,50.18318119715947
94,52.29373908191127
95,49.93082186256565
96,50.640807089767364
97,49.40192779591417
98,48.41632336628253
99,51.07673245181816
100,48.28798401742175
101,50.28796927114186
102,49.93180248623745
103,52.43450218768553
104,56.5741949953448
105,52.51482985908664
106,49.91073433833375
107,56.989880478455476
108,53.58159407664981
109,53.09959537867305
110,50.26187892495459
111,54.38417392076998
112,51.5328003320026
113,54.09099580814003
114,52.40134467496362
115,58.24417479855318
116,51.81101415604462
117,55.366575369119346
118,54.080059113927256
119,52.63894899898196
120,47.80351153743827
121,52.76222429354921
122,46.01255702191997
123,56.91164746887573
124,53.36365037352232
125,51.306781586594944
126,54.8937645723744
127,49.83441953523699
128,53.742464015209556
129,57.16662939342012
130,58.03682862186552
131,50.57401072999792
132,53.49019255582721
133,54.22861689500196
134,47.300146342358886
135,55.41046984578198
136,57.83037679305028
137,48.447320179730795
138,48.77107886897234
139,54.75887171687559
140,57.59791703647684
141,51.53249483125111
142,48.4135660668792
143,53.42434430677464
144,55.986430363407166
145,52.51558891725337
146,56.68770402572354
