Episode,Return
0,5.520401021837971
1,5.670214785109419
2,5.068595714966422
3,5.7093115230440095
4,5.6324643717620635
5,5.910291760429753
6,5.665264111663842
7,5.98114075766828
8,5.685963881151425
9,5.3746038764641995
10,5.156736512290346
11,5.344374930131987
12,5.481651087748966
13,5.363707665637284
14,5.312371223717493
15,5.280449940271222
16,5.055077715408929
17,5.025260958465129
18,5.46571010045233
19,5.400138606548185
20,5.635239550112573
21,6.010491888906692
22,5.606829235212997
23,6.131046033446377
24,5.9287073920377
25,6.059338943453449
26,5.8608379445017516
27,6.766018143436125
28,5.814514606593496
29,6.684661814092214
30,6.92301249390538
31,6.598727179529369
32,6.893078602575583
33,6.818035199001583
34,6.93082060085527
35,6.458568100354237
36,6.985251211706666
37,6.918728439989056
38,6.919922297507145
39,6.655706438555827
40,7.081885418570866
41,6.653634146080172
42,6.778259445523785
43,6.707728587259605
44,6.877550795798477
45,7.604920154182099
46,7.382027232221384
47,7.886864714162899
48,6.981904580323497
49,7.979046865014908
50,7.568307181124679
51,7.50750072526152
52,7.999436517558564
53,7.940336210103409
54,7.947276922159846
55,8.058457273763368
56,8.126496087091368
57,8.163324070314172
58,8.097033983754056
59,8.380324980232853
60,7.9968964903734
61,8.031349866479175
62,8.066210571267593
63,7.779645293235513
64,8.269293763422446
65,8.126698337848977
66,8.630061969584487
67,8.21143888348056
68,8.232669909879624
69,7.501886279164128
70,8.550361905908346
71,8.65166855919033
72,8.893410456080804
73,8.577380574955239
74,8.738440514965585
75,9.089925095515607
76,8.324910729575212
77,8.587531563692405
78,8.268664313364782
79,8.331062477505714
80,9.017506812985193
81,8.804021241016665
82,8.500663718407814
83,8.680370739285907
84,9.043501118954932
85,8.873427405466945
86,8.887811653026667
87,8.780872594256985
88,8.96246278386024
89,9.08234385578361
90,9.72140484988894
91,8.430219376120382
92,9.394623287409562
93,9.29812666768441
94,9.45148548970333
95,9.326156512068778
96,8.626769343938971
97,9.596294700676975
98,9.905581740802946
99,9.560189494420682
100,9.932102440745185
101,9.132283866767612
102,9.661441648314497
103,8.865414145957399
104,9.795645646780631
105,8.876215675407844
106,8.73816126260472
107,9.422397118117509
108,9.220804192544852
109,9.536632918067076
110,8.81424451049529
111,8.377847753826355
112,8.88981305838159
113,8.463422466638342
114,9.173560406066743
115,8.541340197921587
116,7.972043792252611
117,9.051819613865137
118,9.492591228626178
119,8.22557053274256
120,7.43677339354384
121,7.9162174279351065
122,7.183184723337253
123,8.734627363194303
124,8.369564540013346
125,9.512571688855648
126,9.489766789890066
127,9.090490770276386
128,9.238349631479236
129,9.258701281469916
130,9.451845372139326
131,9.862213657099653
132,9.259826413598793
133,9.953945930863206
134,9.664053623997924
135,9.3961924695728
136,9.712027954304494
137,9.765485479183758
138,10.225141809434357
139,10.003516706331423
140,9.792022474961879
141,9.572819133267163
142,9.899922285504127
143,9.772555256428875
144,10.19317428043235
145,9.514907346825208
146,9.061168276259078
147,9.17930528978988
148,9.328258344006693
149,9.253854052023794
150,9.022262321290144
151,9.234177354391724
152,8.431613565587686
153,9.320810392947882
154,8.881194854597398
155,8.783470024625952
156,8.961631081925788
157,9.127710699232708
158,8.725609429811868
159,8.429944600467817
160,8.918955950960628
161,8.639548523373204
162,8.8757204675416
163,8.60684146674611
164,8.291635597212734
165,8.51673537793093
166,8.353560464250268
167,7.9881192742796205
168,8.321907361827806
169,8.682873376674182
170,8.096791208858804
171,8.022299626606333
172,8.532092606544618
173,8.037366837419881
174,8.120767176249528
175,8.142660120328776
176,7.928377170256174
177,8.241438671504365
178,7.9182157077322275
179,8.117956917516029
180,8.30973879418969
181,7.812730499721002
182,8.126009236016044
183,7.7953388794363745
184,8.414228336613409
185,7.895322212963284
186,8.264055493195622
187,8.272106754688943
188,7.939109534326161
189,8.209930878244545
190,8.148820538292842
191,7.893947779062659
192,8.218586729007521
193,8.447795643833002
194,8.21921432718336
195,8.330726820289666
196,8.229553193494521
197,8.006965733724517
198,8.516629310657637
199,8.678435552665771
200,8.55333261172959
201,8.40563107639222
202,8.344864489460882
203,8.208860380293402
204,8.227150449429397
205,8.318003600585632
206,8.310323792720537
207,8.262746778492936
208,8.422697384088545
209,8.208063191207112
210,8.479901190759206
211,8.414779398757995
212,8.639454175133688
213,8.354479367237591
214,8.562063891501596
215,8.8362751318985
216,8.561653824922386
217,8.252451829534024
218,8.347956279891864
219,8.215311961402746
220,7.950423765228292
221,8.46024261839884
222,8.878560891646172
223,8.782772270137919
224,8.059173069929445
225,8.235916813451983
226,8.662751075850576
227,9.185050019010243
228,8.562384827182424
229,8.834336819808364
230,8.60472887688682
231,8.814946253790064
232,8.513431123196128
233,9.134730167863456
234,9.060707822452724
235,9.162886282240995
236,9.414415636428593
237,8.995243754236565
238,8.48561855291967
239,8.23520543329145
240,8.124632180913466
241,8.520447264138195
242,8.396863912031847
