Episode,Return
0,13.172413890170422
1,16.864302363870866
2,19.81897320558039
3,10.53205927039556
4,20.014305693238832
5,16.820286930848564
6,14.048317398843182
7,11.64213709177463
8,11.325844588259194
9,12.721098871341047
10,11.852691375548934
11,11.955898835370173
12,15.032597123500514
13,12.489532129685928
14,15.827959864420041
15,15.023197052430053
16,16.14257869102785
17,17.596960203107006
18,17.76974349869551
19,19.874164576263418
20,16.48496848447214
21,14.744878319587102
22,16.08659870022483
23,19.661033043104702
24,17.583849149532927
25,18.456871665670075
26,16.463598955797398
27,18.997590386813265
28,18.914475922957042
29,16.772426508812817
30,20.25503523508791
31,17.189159698366506
32,18.385260238178155
33,18.08388364414758
34,18.24847676470189
35,18.779579315835633
36,20.664418874598613
37,19.014046002014574
38,16.1002552708858
39,19.03444644923686
40,17.561408106252173
41,24.340950245695762
42,19.98678889283
43,22.046173349464986
44,16.944967027069065
45,24.26600771127695
46,21.42576896046704
47,23.82276891937078
48,20.8214272500392
49,22.02959967820854
50,20.306825854670247
51,19.62204754942937
52,18.698445406395177
53,25.327720549858565
54,17.676517759159907
55,17.813416014914655
56,17.195546274049548
57,18.713384790568572
58,18.487419964638185
59,19.89113209378785
60,20.79307757398451
61,18.449437306485084
62,17.98619945271829
63,17.862782037151128
64,18.61069714117133
65,20.224346203287492
66,17.765990755063275
67,19.322620861503772
68,18.870649882451204
69,22.91643206822644
70,16.18494989917666
71,21.140961705246454
72,15.992301965609007
73,17.965053177191642
74,18.637320892350413
75,17.06538249998931
76,18.594072228759384
77,20.919734848192782
78,19.45716258138274
79,24.201775535848746
80,14.498109050349901
81,18.78548263651248
82,15.991643417187692
83,15.95359195997797
84,18.936888258166725
85,16.219998204633576
86,13.896240084473726
87,15.878005643537312
88,15.237459783059615
89,19.463313849033764
90,24.301624946989314
91,22.31370318644631
92,22.632287791185867
93,21.7566304175651
94,17.112715571240656
95,19.41901046944939
96,28.746588083851215
97,18.906043297461206
98,23.726140382957897
99,19.229916017191734
100,20.54201923465824
101,21.58900456966891
102,30.655084804556957
103,15.640579276539773
104,22.490081765016928
105,17.95720841598626
106,18.772151332569535
107,20.585775344262636
108,16.66248422072919
109,20.86685019767196
110,20.952289569935772
111,20.76982009799564
112,18.437576481904156
113,19.038047902956325
114,17.3265529234574
115,20.908595703269622
116,19.163160804331245
117,19.552011015573722
118,16.173734079641626
119,19.97965391948891
120,29.592016326772658
121,18.273977718076402
122,16.550196942693287
123,18.467781898064832
124,24.704569629372784
125,22.509157533046494
126,26.908254609834767
127,18.215637061063116
128,22.384711365071986
129,18.629447972071382
130,17.005386054651034
131,26.240902089784633
132,19.452195412981933
133,15.255627102607642
